Tour d'admission;Population;Sanction collégiale;GENMELS;SN4;TS_SN4;TS4_SN4+;CST5;TS_SN5;TS5;436;514;514+;526;526+;536;Renforcement en français;Étudiant international;Étudiant assujetti au R18;Services adaptés;Cours inscrits actuellement;Cours inscrits session passé
2;B;non;69,61;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Non;non;CC;non;non;"109A02FX; 20101AFX; 42004AFX; 42005AFX; 42006AFX; 601101MQ";aucune donnée
2;B;DEC préuniversitaire;77,52;Oui;Oui;Oui;Non;Non;Non;Non;Non;Non;Non;Non;Non;non;CC;non;non;"42005CFX; 42006CFX; 42008CFX; 42014CFX";"3500BDFX;A; 42005BFX;A; 42007BFX;B; 42014BFX;B; 42016BFX;A"
1;B;non;81,29;Non;Oui;Oui;Non;Oui;Oui;Non;Non;Non;Non;Non;Non;non;CC;non;non;"42006EFX; 42007EFX; 42008EFX; 42014EFX";"3500BDFX;A; 42008DFX;A; 42014DFX;A; 42015DFX;A; 42016DFX;A"
2;B;non;68,91;Oui;Oui;Oui;Non;Oui;Non;Non;Non;Non;Non;Non;Non;non;CC;non;non;"20101AFX; 42004AFX; 42005AFX; 42006AFX";aucune donnée
2;B;non;79,81;Non;Non;Non;Non;Non;Non;Oui;Non;Oui;Non;Oui;Oui;non;CC;non;non;"42005CFX; 42016DFX; 601CJVFX";"3500BDFX;B; 42005CFX;Aucun résultat; 42006CFX;C; 42008CFX;B; 42014CFX;C"
5;B;non;71,52;Oui;Oui;Oui;Oui;Non;Non;Non;Non;Non;Non;Non;Non;non;CC;non;non;"20101AFX; 42004AFX; 42005AFX; 42006AFX; 601103MQ; 604C3DFX";aucune donnée
2;B;DEC préuniversitaire;73;Non;Non;Non;Non;Non;Non;Oui;Non;Oui;Non;Oui;Oui;non;CC;non;non;"20101AFX; 42004AFX; 42005AFX; 42006AFX";aucune donnée
2;B;non;59,54;Non;Oui;Oui;Oui;Oui;Non;Non;Non;Non;Non;Non;Non;non;RP;oui;non;"20101AFX; 340101MQ; 42004AFX; 42005AFX; 42006AFX; 601R13FX";aucune donnée
3;B;non;79;Oui;Oui;Oui;Non;Oui;Oui;Non;Non;Non;Non;Non;Non;non;CC;non;non;"42002FFX; 42008EFX";"42008DFX;D; 42014DFX;C; 42015DFX;D"
1;B;non;69,36;Non;Non;Non;Oui;Non;Non;Oui;Non;Oui;Oui;Oui;Oui;non;CC;non;non;42002FFX;aucune donnée
5;B;non;0;Non;Non;Oui;Non;Oui;Non;Non;Non;Non;Non;Non;Non;non;RT;non;non;42002FFX;"42008EFX;B"
4;B;non;83,91;Non;Non;Non;Non;Non;Non;Oui;Non;Oui;Non;Oui;Oui;non;CC;oui;non;"42007EFX; 42008EFX; 42014DFX";aucune donnée
2;A;non;76,92;Oui;Oui;Oui;Non;Oui;Non;Non;Non;Non;Non;Non;Non;non;CC;non;non;"42002FFX; 42012YFX";"109C08FX;B; 42006EFX;B; 42007EFX;D; 42008EFX;B; 42014EFX;B"
3;A;non;70,33;Oui;Oui;Oui;Oui;Non;Non;Non;Non;Non;Non;Non;Non;non;CC;oui;non;"42005AFX; 42007BFX; 42016BFX; 601101MQ; 604102MQ";"109A01FX;B; 20101AFX;C; 340102MQ;D; 42004AFX;D; 42005AFX;E; 601101MQ;E"
1;A;non;82;Oui;Oui;Oui;Non;Oui;Non;Non;Non;Non;Non;Non;Non;non;CC;non;non;"109A01FX; 42004AFX; 42007BFX; 601102MQ; 604101MQ";"109B02FX;A; 340101MQ;D; 42004AFX;E; 42005AFX;C; 42006AFX;C; 601101MQ;B"
2;B;non;64,29;Oui;Oui;Oui;Non;Non;Non;Non;Non;Non;Non;Non;Non;non;CC;non;non;"42005BFX; 42007BFX; 42014BFX; 42016BFX";"20101AFX;B; 42004AFX;B; 42005AFX;B; 42006AFX;C"
5;B;non;0;Non;Oui;Oui;Non;Oui;Non;Non;Non;Non;Non;Non;Non;non;RT;non;non;"109A01FX; 340102MQ; 42004AFX; 42007BFX; 42016BFX; 601102MQ; 604CJJFX";"20101AFX;D; 340101MQ;A; 42004AFX;E; 42005AFX;C; 42006AFX;C; 601101MQ;B"
1;A;non;73,5;Oui;Oui;Oui;Non;Oui;Non;Non;Non;Non;Non;Non;Non;non;CC;non;non;"109B01FX; 340102MQ; 42004AFX; 42007BFX; 42016BFX; 601101MQ; 604102MQ";"109A11FX;B; 20101AFX;D; 340101MQ;C; 42004AFX;E; 42005AFX;C; 42006AFX;D; 601R13FX;D"
2;B;non;68,14;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Non;non;CC;non;oui;"3500BDFX; 42008DFX; 42014DFX; 42015DFX; 42016DFX";"42005CFX;B; 42006CFX;C; 42008CFX;C; 42014CFX;C"
1;A;non;0;Non;Oui;Oui;Non;En Cours;Non;Non;Non;Non;Non;Non;Non;non;CC;non;non;"109A01FX; 201015RE; 340102MQ; 42004AFX; 42007BFX; 42016BFX; 601102MQ";"109B19FX;B; 340101MQ;D; 42004AFX;E; 42005AFX;B; 42006AFX;D; 601101MQ;D"
1;A;non;0;Oui;Oui;Oui;Non;Non;Non;Non;Non;Non;Non;Non;Non;non;CC;non;non;"109A12FX; 340101MQ; 42005BFX; 42007BFX; 42014BFX; 42016BFX; 601102MQ; 604101MQ";"109B02FX;C; 340101MQ;E; 42004AFX;D; 42005AFX;C; 42006AFX;D; 601101MQ;D"
1;B;non;77,1;Oui;Oui;Oui;Non;Oui;Non;Non;Non;Non;Non;Non;Non;non;CC;non;non;"42005CFX; 42008CFX; 42014CFX; 42016BFX; 601103MQ; 609CKA03";"109C08FX;C; 340CJCFX;C; 42005BFX;C; 42007BFX;C; 42014BFX;D; 42016BFX;E; 601102MQ;C; 604102MQ;D"
3;B;non;61,04;Non;Oui;Oui;Non;Non;Non;Non;Non;Non;Non;Non;Non;non;CC;non;oui;"3500BDFX; 42008DFX; 42014DFX; 42015DFX; 601103MQ";"109C24FX;D; 340CJCFX;C; 42005CFX;B; 42007EFX;D; 42016DFX;C; 601103MQ;E"
1;B;non;78,09;Oui;Oui;Oui;Non;Oui;Non;Non;Non;Non;Non;Non;Non;non;CC;oui;non;"340102MQ; 42006AFX; 42007BFX; 42016BFX";"109A11FX;D; 20101AFX;D; 340102MQ;E; 42004AFX;C; 42005AFX;D; 42006AFX;E"
2;B;non;0;Non;Oui;Oui;Non;Non;Non;Non;Non;Non;Non;Non;Non;non;RT;non;non;"340102MQ; 42005BFX; 42007BFX; 42014BFX; 42016BFX; 601102MQ; 604102MQ";"109A11FX;D; 20101AFX;D; 340101MQ;B; 42004AFX;B; 42005AFX;B; 42006AFX;C; 601101MQ;C"
2;B;non;54,3;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Non;non;CC;non;oui;"3500BDFX; 42008DFX; 42014DFX; 42015DFX; 42016DFX";"42005CFX;C; 42006CFX;D; 42008CFX;C; 42014CFX;C"
1;A;non;83,83;Non;Oui;Oui;Non;Oui;Oui;Non;Non;Non;Non;Non;Non;non;CC;non;non;"109B28FX; 340102MQ; 42005BFX; 42007BFX; 42014BFX; 42016BFX; 601102MQ; 604102MQ";"109A01FX;C; 20101AFX;D; 340101MQ;A; 42004AFX;C; 42005AFX;C; 42006AFX;D; 601101MQ;D"
1;B;non;72,6;Oui;Oui;Oui;Non;Oui;Non;Non;Non;Non;Non;Non;Non;non;CC;oui;non;"109C08FX; 42004AFX; 42005AFX; 42006AFX";"201203RE;E; 42004AFX;E; 42005AFX;E; 42006AFX;E; 604C3DFX;D"
1;A;non;72,27;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Non;non;CC;non;oui;"42005BFX; 42008CFX; 42014CFX";"42005BFX;E; 42006CFX;C; 42014BFX;D; 601CJBFX;C"
1;B;non;69,17;Oui;Oui;Oui;Oui;Non;Non;Non;Non;Non;Non;Non;Non;non;CC;oui;non;"109A13FX; 340102MQ; 42005BFX; 42007BFX; 42014BFX; 42016BFX; 601102MQ; 604C2GFX";"109A01FX;E; 340101MQ;D; 42004AFX;C; 42005AFX;C; 42006AFX;D; 601101MQ;D"
1;A;non;79,14;Oui;Oui;Oui;Non;Oui;Non;Non;Non;Non;Non;Non;Non;non;CC;non;non;"42002FFX; 42012YFX";"109C01FX;A; 340CJVFX;B; 42006EFX;A; 42007EFX;B; 42008EFX;A; 42014EFX;A; 601CJVFX;C"
1;A;non;74,64;Oui;Oui;Oui;Non;Oui;Non;Non;Non;Non;Non;Non;Non;non;CC;non;oui;"42006EFX; 42007EFX; 42008EFX; 42014EFX; 601CJBFX";"340CJAFX;B; 42008DFX;B; 42014DFX;A; 42015DFX;A; 42016DFX;B; 530CJAFX;C"
1;B;non;0;Non;Oui;Oui;Non;Oui;Non;Non;Non;Non;Non;Non;Non;non;RT;non;non;"109B28FX; 42005BFX; 42007BFX; 42014BFX; 42016BFX; 604102MQ";"109A07FX;D; 20101AFX;C; 340101MQ;B; 42004AFX;B; 42005AFX;B; 42006AFX;C; 601101MQ;D"
5;B;non;69,33;Oui;Oui;Oui;Non;Oui;Non;Non;Non;Non;Non;Non;Non;non;CC;oui;oui;"203CKA03; 3500BDFX; 42005BFX; 42014BFX";"340CJAFX;D; 42005BFX;E; 42014BFX;E; 601CJAFX;C"
2;B;non;66,81;Non;Oui;Oui;Non;Oui;Oui;Non;Non;Non;Non;Non;Non;non;CC;non;oui;"3500BDFX; 42008DFX; 42014DFX; 42015DFX";"332C01FX;E; 42005CFX;A; 42008CFX;A; 42014CFX;B; 601102MQ;C"
2;A;non;66,4;Oui;Oui;Oui;Oui;Non;Non;Non;Non;Non;Non;Non;Non;non;CC;non;non;"340102MQ; 42005CFX; 42006CFX; 42008CFX; 42014CFX; 601101MQ";"109C10FX;E; 20101AFX;C; 340101MQ;D; 42007BFX;D; 42014BFX;C; 601101MQ;E; 604102MQ;D"
2;B;non;0;Non;Oui;Oui;Non;Oui;Non;Non;Non;Non;Non;Non;Non;oui;CC;oui;non;"109B01FX; 42004AFX; 42005AFX; 601R13FX";"20101AFX;E; 42004AFX;E; 42005AFX;E; 601R13FX;E"
5;B;non;75,4;Oui;Oui;Oui;Non;Non;Non;Non;Non;Non;Non;Non;Non;non;CC;non;non;"340102MQ; 370CJA03; 42005BFX; 42006CFX; 42008CFX";"20101AFX;D; 42007BFX;C; 42014BFX;D; 42016BFX;B; 601102MQ;C"
4;B;non;67,21;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Non;non;CC;non;non;"3500BDFX; 42005BFX; 42014BFX; 601102MQ";"109C04FX;C; 20101AFX;D; 340CJCFX;C; 42004AFX;C; 42007BFX;C; 530CJA03;C; 601102MQ;E"
4;B;non;74;Oui;Oui;Oui;Non;Oui;Non;Non;Non;Non;Non;Non;Non;non;CC;non;non;"3500BDFX; 42008DFX; 42014DFX; 42015DFX; 42016DFX";"42005CFX;A; 42006CFX;B; 42008CFX;A; 42014CFX;B"
1;A;non;78,15;Non;Oui;Oui;Non;Oui;Oui;Non;Non;Non;Non;Non;Non;non;CC;non;non;"340CJVFX; 3500BDFX; 42006EFX; 42007EFX; 42014DFX; 601103MQ";"42008CFX;C; 42008DFX;C; 42014DFX;E; 42015DFX;C; 42016DFX;C; 601102MQ;D"
1;A;non;73,73;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Non;non;CC;oui;oui;"109A01FX; 340102MQ; 42004AFX; 42007BFX; 42016BFX; 601101MQ; 604102MQ";"109B22FX;C; 20101AFX;E; 340101MQ;C; 42004AFX;E; 42005AFX;D; 42006AFX;D; 601R13FX;C"
2;B;non;79,87;Oui;Oui;Oui;Non;Oui;Non;Non;Non;Non;Non;Non;Non;non;CC;non;non;42007EFX;"42006EFX;B; 42007EFX;E; 42008EFX;C"
4;B;non;60,75;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Non;non;CC;non;non;"3500BDFX; 42005BFX; 42014BFX; 42016DFX";"42004AFX;C; 42006CFX;D"
2;B;non;50,72;Non;Oui;Oui;Non;Non;Non;Non;Non;Non;Non;Non;Non;non;RP;oui;non;"340CJAFX; 3500BDFX; 42005BFX; 42007BFX; 42014BFX";"42004AFX;D; 42006CFX;E; 42007BFX;E; 530CJAFX;D; 601CJBFX;D"
1;B;non;57,93;Non;Oui;Oui;Non;Non;Non;Non;Oui;Oui;Non;Non;Non;non;CC;non;oui;"332C01FX; 42005CFX; 42006CFX; 42008CFX; 42014CFX; 604C1EFX";"109A13FX;C; 340102MQ;D; 42005BFX;D; 42007BFX;D; 42014BFX;C; 42016BFX;D"
2;B;DEC préuniversitaire;77,52;Oui;Oui;Oui;Non;Non;Non;Non;Non;Non;Non;Non;Non;non;CC;non;non;"42008DFX; 42014DFX; 42015DFX; 42016DFX";"42005CFX;A; 42006CFX;A; 42008CFX;B; 42014CFX;B"
1;B;non;81,29;Non;Oui;Oui;Non;Oui;Oui;Non;Non;Non;Non;Non;Non;non;CC;non;non;"42002FFX; 42012YFX";"42006EFX;A; 42007EFX;A; 42008EFX;A; 42014EFX;A"
1;A;non;66,82;Oui;Oui;Oui;Non;Non;Non;Non;Non;Non;Non;Non;Non;non;CC;non;non;"3500BDFX; 42008DFX; 42014DFX; 42015DFX; 42016DFX; 601103MQ; 604C2GFX";"109B02FX;B; 340CJFFX;C; 42005CFX;B; 42006CFX;B; 42008CFX;C; 42014CFX;C; 601102MQ;D"
1;B;non;71,09;Non;Oui;Oui;Non;Oui;Oui;Non;Non;Non;Non;Non;Non;non;CC;non;non;"42004AFX; 42005AFX; 42006AFX";aucune donnée
1;A;non;82,09;Oui;Oui;Oui;Non;Oui;Non;Non;Non;Non;Non;Non;Non;non;CC;non;non;"3500BDFX; 42008DFX; 42014DFX; 42015DFX; 42016DFX; 510C01FX; 604C3DFX";"109A13FX;D; 385CJB03;C; 42005CFX;B; 42006CFX;B; 42008CFX;C; 42014CFX;C"
1;B;non;77,29;Oui;Oui;Oui;Non;Non;Non;Non;Non;Non;Non;Non;Non;non;CC;non;non;"340CJCFX; 3500BDFX; 42005BFX; 42006CFX; 42014BFX; 601103MQ; 604C3DFX";"109C08FX;C; 340102MQ;B; 601102MQ;D; 604103MQ;B"
1;B;non;0;Non;Oui;Oui;Non;Oui;Non;Non;Non;Non;Non;Non;Non;non;RT;non;non;"42005BFX; 42007BFX; 42014BFX; 42016BFX; 601103MQ; 604100MQ";"20101AFX;C; 42004AFX;C; 42005AFX;C; 601102MQ;C; 604014FX;C"
2;B;non;0;Non;Oui;Oui;Non;Oui;Non;Non;Non;Non;Non;Non;Non;non;RP;non;non;"109C01FX; 3500BDFX; 42008DFX; 42014CFX; 42015DFX; 42016DFX";"340CJAFX;B; 42005CFX;B; 42006CFX;B; 42014BFX;B; 601102MQ;B"
4;A;non;74;Oui;Oui;Oui;Non;Non;Non;Non;Non;Non;Non;Non;Non;non;CC;non;non;"340CJAFX; 42006EFX; 42007EFX; 42008EFX; 42014EFX";"42007EFX;E; 42014DFX;D; 42015DFX;C; 601CJBFX;D"
4;B;non;74,75;Oui;Oui;Oui;Non;Oui;Non;Non;Non;Non;Non;Non;Non;non;CC;non;non;"109A01FX; 370CJAIN; 42005BFX; 42007BFX; 42014BFX; 601102MQ; 604C2GFX";"109B22FX;C; 20101AFX;D; 340102MQ;C; 42005AFX;C; 42006AFX;C; 42016BFX;B; 604102MQ;C"
2;B;DEC préuniversitaire;73;Non;Non;Non;Non;Non;Non;Oui;Non;Oui;Non;Oui;Oui;non;CC;non;non;"42005BFX; 42007BFX; 42014BFX; 42016BFX";"20101AFX;A; 42004AFX;B; 42005AFX;A; 42006AFX;B"
5;B;non;63,13;Non;En Cours;En Cours;Oui;Non;Non;Non;Non;Non;Non;Non;Non;non;CC;non;non;"201016RE; 42005BFX; 42007BFX; 42014BFX; 42016BFX";"20101AFX;C; 42004AFX;B; 42005AFX;B; 42006AFX;B"
5;B;non;76,1;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Non;non;CC;non;non;"42005BFX; 42007BFX; 42014BFX; 42016BFX";"20101AFX;C; 42004AFX;B; 42005AFX;C; 42006AFX;D"
5;B;non;71,52;Oui;Oui;Oui;Oui;En Cours;Non;Non;Non;Non;Non;Non;Non;non;CC;oui;non;"201015RE; 340CJCFX; 42004AFX; 42005AFX; 601CJBFX; 604C3DFX";"20101AFX;E; 42004AFX;E; 42005AFX;E; 42006AFX;D; 601103MQ;D; 604C3DFX;E"
2;A;non;69,7;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Non;non;CC;non;non;"340102MQ; 42005BFX; 42014BFX; 42016BFX; 601101MQ";"109A13FX;E; 42004AFX;D; 42007BFX;D; 42016BFX;E"
2;A;non;68,1;Oui;Oui;Oui;Oui;Non;Non;Non;Non;Non;Non;Non;Non;non;CC;non;oui;"109B02FX; 340101MQ; 42005BFX; 42007BFX; 42014BFX; 42016BFX; 601101MQ; 604100MQ";"109A13FX;C; 20101AFX;D; 340101MQ;E; 42004AFX;D; 42005AFX;C; 42006AFX;D; 601R13FX;D"
1;B;non;65,48;Oui;Oui;Oui;Non;Non;Non;Non;Non;Non;Non;Non;Non;non;CC;non;non;"42006EFX; 42007EFX; 42008EFX; 42014EFX; 42016DFX";"42008CFX;D; 42008DFX;B; 42014CFX;C; 42014DFX;D; 42015DFX;B"
2;B;non;68,91;Oui;Oui;Oui;Non;Oui;Non;Non;Non;Non;Non;Non;Non;non;CC;non;non;"201NYA05; 340102MQ; 42005BFX; 42007BFX; 42014BFX; 42016BFX";"20101AFX;C; 42004AFX;A; 42005AFX;B; 42006AFX;C"
2;A;non;74,71;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Non;non;CC;oui;non;"109A01FX; 340102MQ; 42005BFX; 42007BFX; 42014BFX; 42016BFX; 601101MQ; 604103MQ";"109B19FX;D; 20101AFX;E; 340101MQ;B; 42004AFX;C; 42005AFX;D; 42006AFX;D; 601101MQ;E"
1;B;non;63,85;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Non;non;RP;oui;non;"42004AFX; 42007BFX; 42016BFX; 601101MQ";"109B01FX;C; 20101AFX;E; 340101MQ;D; 42004AFX;E; 42005AFX;D; 601101MQ;E"
4;B;DEC préuniversitaire;76,97;Oui;Oui;Oui;Non;Oui;Non;Non;Non;Non;Non;Non;Non;non;CC;non;non;"3500BDFX; 42004AFX; 42005AFX; 42006AFX";aucune donnée
2;A;non;59,4;Oui;Oui;Oui;Non;Non;Non;Non;Non;Non;Non;Non;Non;oui;CC;oui;oui;"109B22FX; 340101MQ; 42004AFX; 42005AFX; 42006AFX; 601R13FX; 604102MQ";"109A13FX;E; 340101MQ;E; 42005AFX;E; 42006AFX;E; FRASEC5B;Aucun résultat"
2;B;non;0;Non;Oui;Oui;Non;Oui;Non;Non;Non;Non;Non;Non;Non;non;RP;non;non;"340102MQ; 42005BFX; 42007BFX; 42014BFX; 42016BFX; 601102MQ; 604102MQ";"109B01FX;B; 20101AFX;D; 340101MQ;C; 42004AFX;D; 42005AFX;B; 42006AFX;B; 601101MQ;C"
5;I;non;0;Non;Oui;Oui;Non;Oui;Non;Non;Non;Non;Non;Non;Non;non;RP;oui;non;"42007EFX; 42008EFX; 42014EFX; 601103MQ; 601CJAFX";"42006EFX;C; 42015DFX;C; 601103MQ;E; 609CJA03;C"
2;B;non;79,81;Non;Non;Non;Non;Non;Non;Oui;Non;Oui;Non;Oui;Oui;non;CC;non;non;"42008DFX; 42014DFX; 42015DFX";"42005CFX;A; 42016DFX;C; 601CJVFX;B"
1;B;non;62,88;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Non;non;CC;non;non;"3500BDFX; 42005CFX; 42006CFX; 42008CFX; 42014CFX";aucune donnée
1;B;non;0;Non;Oui;Oui;Non;Oui;Non;Non;Non;Non;Non;Non;Non;oui;RT;non;non;"340101MQ; 42004AFX; 42005AFX; 601R13FX; 604102MQ";"109B25FX;C; 360904FX;B; 42006AFX;A; 601015FX;B"
3;B;non;0;Non;Oui;Oui;Non;Oui;Non;Non;Non;Non;Non;Non;Non;non;RT;non;non;"109A13FX; 340101MQ; 42004AFX; 42005AFX; 42006AFX; 601101MQ; 604014FX";aucune donnée
5;B;non;90,1;Oui;Oui;Oui;Non;Oui;Non;Non;Non;Non;Non;Non;Non;non;CC;non;non;"340CJCFX; 3500BDFX; 42006CFX; 601103MQ";"109C19FX;B; 42007BFX;A; 42016BFX;B; 601102MQ;C"
2;B;non;83,09;Non;Non;Non;Non;Non;Non;Oui;Non;Oui;Non;Oui;Oui;non;CC;non;non;"42004AFX; 42005AFX; 42006AFX";aucune donnée
2;A;non;62,19;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Non;non;RP;non;non;"109A01FX; 340101MQ; 42005AFX; 42006AFX";aucune donnée
2;B;non;77,59;Non;Oui;Oui;Non;Non;Non;Non;Oui;Oui;Non;Non;Non;non;CC;non;non;"109C10FX; 42004AFX; 42005AFX; 42006AFX";"109A01FX;D; 201015RE;E"
3;B;non;0;Non;Oui;Oui;Non;Oui;Non;Non;Non;Non;Non;Non;Non;non;RP;oui;non;"109C21FX; 340102MQ; 340CJAFX; 601103MQ; 601CJCFX; 604103MQ";aucune donnée
3;B;non;74,85;Oui;Oui;Oui;Non;Oui;Non;Non;Non;Non;Non;Non;Non;non;CC;non;non;"42004AFX; 42005AFX; 42006AFX";aucune donnée
2;A;non;69,88;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Non;oui;CC;non;non;"109A12FX; 340101MQ; 42004AFX; 42005AFX; 42006AFX; 601R13FX; 604102MQ";aucune donnée
2;B;non;62,22;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Non;non;CC;oui;non;"109C08FX; 42004AFX; 42005AFX; 42006AFX; 601102MQ; 604102MQ";aucune donnée
2;B;non;0;Non;Oui;Oui;Non;Oui;Non;Non;Non;Non;Non;Non;Non;non;RT;non;non;"42005BFX; 42006AFX; 42007BFX; 42014BFX; 42016BFX; 601101MQ; 604102MQ";aucune donnée
1;B;non;61,35;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Non;non;CC;non;non;"109C01FX; 340102MQ; 42004AFX; 42005AFX; 42006AFX";aucune donnée
1;B;non;63,18;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Non;non;CC;oui;non;"42004AFX; 42005AFX; 42006AFX; 601101MQ";aucune donnée
1;B;non;72,58;Oui;Oui;Oui;Non;Oui;Non;Non;Non;Non;Non;Non;Non;non;CC;non;non;"42004AFX; 42005AFX; 42006AFX; 42016BFX";aucune donnée
1;B;non;0;Non;Oui;Oui;Non;Non;Non;Non;Non;Non;Non;Non;Non;non;RT;non;non;"109B01FX; 340102MQ; 3500BDFX; 42005BFX; 42014BFX; 601101MQ; 604C0HFX";"20101AFX;E; 42005AFX;D; 42007BFX;C; 42016BFX;D; 601R13FX;D; 604100MQ;D"
1;B;non;72,6;Oui;Oui;Oui;Non;Oui;Non;Non;Non;Non;Non;Non;Non;non;CC;non;oui;"101CJA03; 109B22FX; 340102MQ; 42004AFX; 42005AFX; 601102MQ";"109A01FX;E; 340101MQ;D; 42006AFX;C; 601101MQ;D; 604102MQ;C"
1;B;non;74,35;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Non;non;CC;non;non;"109C01FX; 340102MQ; 42004AFX; 42005AFX; 42006AFX";"109B22FX;B; 203001RE;C; 340101MQ;B; 601101MQ;B"
2;A;non;0;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Non;non;RP;non;non;"109A01FX; 42004AFX; 42005AFX; 42006AFX; 601101MQ";aucune donnée
1;B;non;73,96;Oui;Oui;Oui;Oui;Oui;Non;Non;Non;Non;Non;Non;Non;non;CC;non;oui;"109B22FX; 340102MQ; 42004AFX; 42005AFX; 601101MQ; 604102MQ";"109A02FX;D; 201015RE;D; 340101MQ;C; 360904FX;C; 42006AFX;C; 601R13FX;C"
3;B;non;82,76;Oui;Oui;Oui;Non;Oui;Non;Non;Non;Non;Non;Non;Non;non;CC;non;non;"340102MQ; 42004AFX; 42005AFX; 42006AFX; 601102MQ";"109B01FX;B; 320ZN1FX;B; 332ZN1FX;C; 350102RE;C; 604C3DFX;A"
3;B;non;86,64;Non;Non;Non;Non;Non;Non;Oui;Oui;Oui;Non;Non;Non;non;CC;non;non;"42005CFX; 42006CFX; 42008CFX; 42014CFX";"20101AFX;B; 42005BFX;B; 42007BFX;B; 42014BFX;B; 42016BFX;A"
4;A;non;75;Oui;Oui;Oui;Non;Non;Non;Non;Non;Non;Non;Non;Non;non;CC;non;oui;"109A12FX; 3500BDFX; 42005BFX; 42007BFX; 42014BFX; 42016BFX";"20101AFX;D; 340102MQ;B; 42005AFX;B; 42006AFX;C; 601102MQ;C; 604101MQ;C"
2;B;non;0;Non;Oui;Oui;Non;Non;Non;Non;Non;Non;Non;Non;Non;non;CC;non;non;"109A01FX; 42005CFX; 42008CFX; 42014CFX; 42016BFX; 601103MQ";"20101AFX;D; 340102MQ;C; 42005BFX;D; 42007BFX;B; 42014BFX;C; 42016BFX;E; 601102MQ;D"
1;B;non;59,84;Non;Oui;Oui;Non;Non;Non;Non;Non;Non;Non;Non;Non;non;CC;non;non;"42005BFX; 42007BFX; 42014BFX; 604C0HFX";"109C08FX;D; 340101MQ;E; 42007BFX;E"
1;B;non;74,86;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Non;non;CC;non;non;"109C08FX; 340CJCFX; 42004AFX; 42005AFX; 42006AFX";aucune donnée
1;B;non;70,59;Oui;Oui;Oui;Non;Oui;Non;Non;Non;Non;Non;Non;Non;non;CC;oui;non;"109B02FX; 42004AFX; 42005AFX; 42006AFX; 601101MQ; 604102MQ";aucune donnée
1;B;non;0;Non;Oui;Oui;Non;Oui;Non;Non;Non;Non;Non;Non;Non;non;RT;non;non;"109A13FX; 3500BDFX; 42005CFX; 42006CFX; 42008CFX; 42014CFX";"20101AFX;C; 42005BFX;B; 42007BFX;B; 42014BFX;B; 42016BFX;B"
3;B;non;82,72;Oui;Oui;Oui;Non;Oui;Non;Non;Non;Non;Non;Non;Non;non;CC;non;non;"42004AFX; 42005AFX; 42006AFX";aucune donnée
1;B;non;68,58;Oui;Oui;Oui;Oui;Non;Non;Non;Non;Non;Non;Non;Non;non;CC;oui;non;"42004AFX; 42006AFX; 42007BFX; 42016BFX";"109C01FX;E; 360904FX;E; 42005AFX;C; 601102MQ;D"
5;B;non;76,14;Oui;Oui;Oui;Non;Oui;Non;Non;Non;Non;Non;Non;Non;non;CC;non;non;"340CJAFX; 3500BDFX; 42006CFX; 601103MQ; 604102MQ";"109C19FX;C; 42007BFX;B; 42016BFX;B; 601102MQ;D"
1;B;non;63,5;Non;Oui;Oui;Oui;Non;Non;Non;Non;Non;Non;Non;Non;non;RP;non;non;"109C15FX; 42004AFX; 42005AFX; 42006AFX; 604102MQ";aucune donnée
1;B;non;82,8;Oui;Oui;Oui;Non;Oui;Non;Non;Non;Non;Non;Non;Non;non;CC;non;oui;"3500BDFX; 42005CFX; 42006CFX; 42008CFX; 42014CFX; 604C2GFX";"109B02FX;B; 42005BFX;B; 42007BFX;A; 42014BFX;B; 42016BFX;B; 601103MQ;D"
1;B;non;0;Non;Oui;Oui;Non;Oui;Non;Non;Non;Non;Non;Non;Non;non;RT;non;non;"109C21FX; 340102MQ; 3500BDFX; 42005BFX; 42014CFX; 42016BFX; 604C1EFX";"109A01FX;C; 20101AFX;E; 42005BFX;E; 42007BFX;C; 42014BFX;D; 42016BFX;E; 601102MQ;D"
